fraser_annings_conservative_national_party_ordinary_votes, socialist_alliance_ordinary_votes, labor_ordinary_votes, latitude, longitude,post_code, polling_place_name, state, division_name, australian_democrats_ordinary_votes, non_affiliated_candidates_ordinary_votes, the_greens_ordinary_votes, national_party_ordinary_votes, australian_progressives_ordinary_votes, christian_democratic_party_fred_nile_group_ordinary_votes, centre_alliance_ordinary_votes, australian_workers_party_ordinary_votes, western_australia_party_ordinary_votes, division_id, liberal_democrats_ordinary_votes, liberal_ordinary_votes, the_nationals_ordinary_votes, australia_first_party_ordinary_votes, polling_place_id, united_australia_party_ordinary_votes, informal_ordinary_votes, katters_australian_party_kap_ordinary_votes, polling_place_type_id, socialist_equality_party_ordinary_votes
null,null,null,-31.9214227,115.8704853,6050,Mount Lawley,WA,Perth,null,null,null,null,null,null,null,null,32,245,null,777,null,null,8154,16,84,null,1,null
null,null,null,-31.930689,115.886983,6050,Mount Lawley East,WA,Perth,null,null,null,null,null,null,null,null,15,245,null,209,null,null,8155,7,18,null,1,null
null,null,null,-31.9257,115.864,6050,Mount Lawley West,WA,Perth,null,null,null,null,null,null,null,null,21,245,null,517,null,null,8156,10,38,null,1,null
null,null,null,-31.8767,115.908,6062,Noranda,WA,Perth,null,null,null,null,null,null,null,null,40,245,null,804,null,null,8157,42,137,null,1,null
null,null,null,-31.8791247,115.8785319,6059,Dianella North (Perth),WA,Perth,null,null,null,null,null,null,null,null,21,245,null,259,null,null,8158,14,50,null,1,null
null,null,null,-31.9192,115.851,6006,North Perth,WA,Perth,null,null,null,null,null,null,null,null,23,245,null,554,null,null,8159,13,42,null,1,null
null,null,null,-31.9300907,115.8562812,6006,North Perth Central,WA,Perth,null,null,null,null,null,null,null,null,42,245,null,713,null,null,8160,31,78,null,1,null
null,null,null,-31.9564376,115.8612921,6000,Perth Central,WA,Perth,null,null,null,null,null,null,null,null,15,245,null,299,null,null,8161,13,36,null,1,null
null,null,null,-31.9482,115.861,2063,Northbridge,WA,Perth,null,null,null,null,null,null,null,null,18,245,null,215,null,null,8164,13,48,null,1,null
null,null,null,-31.9504,115.844,6005,West Perth Central,WA,Perth,null,null,null,null,null,null,null,null,19,245,null,427,null,null,8165,13,23,null,1,null
null,null,null,-35.3314386,149.0803543,2605,Curtin (Canberra),ACT,Canberra,null,null,423,null,55,null,null,null,null,101,null,506,null,null,8764,32,39,null,1,null
null,null,null,-35.3125,149.111,2600,Deakin,ACT,Canberra,null,null,159,null,16,null,null,null,null,101,null,564,null,null,8766,16,13,null,1,null
null,null,null,-35.332175,149.0910366,2605,Hughes (Canberra),ACT,Canberra,null,null,286,null,30,null,null,null,null,101,null,466,null,null,8774,14,34,null,1,null
null,null,null,-35.342,149.076,2606,Lyons (Canberra),ACT,Canberra,null,null,177,null,18,null,null,null,null,101,null,216,null,null,8779,14,28,null,1,null
null,null,null,-35.3286,149.15,2604,Narrabundah,ACT,Canberra,null,null,271,null,17,null,null,null,null,101,null,375,null,null,8782,31,47,null,1,null
null,null,null,-35.3424,149.231,2620,Oaks Estate,ACT,Canberra,null,null,30,null,4,null,null,null,null,101,null,35,null,null,8783,10,11,null,1,null
null,null,null,-35.3395,149.133,2603,Red Hill,ACT,Canberra,null,null,417,null,46,null,null,null,null,101,null,767,null,null,8785,22,63,null,1,null
null,null,null,-35.3446687,149.1029475,2605,Garran (Canberra),ACT,Canberra,null,null,149,null,22,null,null,null,null,101,null,265,null,null,8794,15,25,null,1,null
null,null,null,-35.2543,149.147,2602,Ainslie North,ACT,Canberra,null,null,686,null,38,null,null,null,null,101,null,277,null,null,8801,14,41,null,1,null
null,null,null,-35.27363,149.14001,2601,Braddon,ACT,Canberra,null,null,702,null,60,null,null,null,null,101,null,382,null,null,8802,20,33,null,1,null
null,null,null,-35.256,149.08,2614,Aranda (Canberra),ACT,Canberra,null,null,555,null,28,null,null,null,null,101,null,326,null,null,8803,19,28,null,1,null
null,null,null,-35.2903,149.156,2601,Campbell,ACT,Canberra,null,null,392,null,34,null,null,null,null,101,null,802,null,null,8806,23,26,null,1,null
null,null,null,-35.2767018,149.1290814,2601,City (Canberra),ACT,Canberra,null,null,527,null,44,null,null,null,null,101,null,274,null,null,8808,17,18,null,1,null
null,null,null,-35.2535,149.139,2602,Dickson,ACT,Canberra,null,null,296,null,16,null,null,null,null,101,null,218,null,null,8809,13,25,null,1,null
null,null,null,-35.2137,149.094,2617,Giralang (Canberra),ACT,Canberra,null,null,263,null,33,null,null,null,null,101,null,368,null,null,8816,29,49,null,1,null
null,null,null,-35.3222,149.145,2603,Griffith,ACT,Canberra,null,null,276,null,30,null,null,null,null,101,null,456,null,null,8817,13,32,null,1,null
null,null,null,-35.2248,149.114,2617,Kaleen,ACT,Canberra,null,null,285,null,33,null,null,null,null,101,null,558,null,null,8823,41,63,null,1,null
null,null,null,-35.2351,149.102,2617,Kaleen South,ACT,Canberra,null,null,321,null,27,null,null,null,null,101,null,388,null,null,8824,24,33,null,1,null
null,null,null,-35.2515,149.125,2602,Lyneham,ACT,Canberra,null,null,841,null,38,null,null,null,null,101,null,387,null,null,8826,23,52,null,1,null
null,null,null,-35.2501,149.059,2614,Macquarie (Canberra),ACT,Canberra,null,null,307,null,39,null,null,null,null,101,null,274,null,null,8828,28,33,null,1,null
null,null,null,-35.3151,149.135,2600,Barton,ACT,Canberra,null,null,411,null,38,null,null,null,null,101,null,571,null,null,8829,22,37,null,1,null
null,null,null,-35.265,149.126,2601,Turner,ACT,Canberra,null,null,699,null,56,null,null,null,null,101,null,323,null,null,8836,22,23,null,1,null
null,null,null,-35.2385,149.155,2602,Watson,ACT,Canberra,null,null,823,null,49,null,null,null,null,101,null,402,null,null,8837,26,41,null,1,null
null,null,null,-35.2518,149.047,2614,Weetangera (Canberra),ACT,Canberra,null,null,279,null,34,null,null,null,null,101,null,503,null,null,8838,29,26,null,1,null
null,null,null,-35.3069,149.103,2600,Yarralumla,ACT,Canberra,null,null,233,null,24,null,null,null,null,101,null,543,null,null,8840,17,30,null,1,null
null,null,557,-33.8999393,151.1793755,2042,Newtown East (Sydney),NSW,Sydney,null,null,238,null,null,9,null,null,null,149,null,86,null,null,8881,5,29,null,1,null
null,null,670,-33.8963885,151.1806596,2042,Newtown North (Sydney),NSW,Sydney,null,null,389,null,null,23,null,null,null,149,null,211,null,null,8882,20,33,null,1,null
null,null,null,-31.8916,115.894,6062,Morley (Perth),WA,Perth,null,null,null,null,null,null,null,null,47,245,null,583,null,null,11596,43,148,null,1,null
null,null,null,-37.8123099,144.9960244,3121,Richmond West,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,87,null,null,11893,6,15,null,1,null
null,null,315,-33.7991792,151.1830173,2067,Chatswood (North Sydney),NSW,North Sydney,null,null,152,null,null,32,null,null,null,137,null,557,null,null,11935,17,90,null,1,null
null,null,359,-33.7999459,151.1753141,2067,Chatswood West (North Sydney),NSW,North Sydney,null,null,225,null,null,49,null,null,null,137,null,643,null,null,11936,17,105,null,1,null
null,null,null,-34.8894265,138.5592577,5008,West Croydon,SA,Adelaide,37,null,274,null,null,null,null,null,null,179,null,387,null,null,12085,51,86,null,1,null
null,null,null,-34.87382,138.555193,5009,Kilkenny North (Adelaide),SA,Adelaide,26,null,108,null,null,null,null,null,null,179,null,190,null,null,12086,45,61,null,1,null
null,null,18,-33.8730501,151.2064528,2000,Sydney (Newcastle),NSW,Newcastle,null,null,3,null,null,0,null,null,null,136,null,11,null,null,14128,1,0,null,1,null
null,null,60,-33.8730501,151.2064528,2000,Sydney (North Sydney),NSW,North Sydney,null,null,64,null,null,2,null,null,null,137,null,94,null,null,14135,4,11,null,1,null
null,null,1286,-33.8730501,151.2064528,2000,Sydney (Sydney),NSW,Sydney,null,null,452,null,null,39,null,null,null,149,null,1288,null,null,14165,67,187,null,1,null
null,null,null,-37.8098387,144.9720566,3000,Melbourne MELBOURNE PPVC,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,2735,null,null,14318,115,226,null,5,null
null,null,null,-35.270926,149.129899,2601,Divisional Office (PREPOLL),ACT,Canberra,null,null,72,null,7,null,null,null,null,101,null,73,null,null,30092,8,2,null,5,null
null,null,5,-32.924199,151.748403,2601,Divisional Office (PREPOLL),NSW,Newcastle,null,null,1,null,null,0,null,null,null,136,null,4,null,null,30127,0,0,null,5,null
null,null,0,-33.8781275,151.2065479,2601,Divisional Office (PREPOLL),NSW,Sydney,null,null,0,null,null,0,null,null,null,149,null,0,null,null,30140,0,0,null,5,null
0,1,null,-27.464207,153.0310535,2601,Divisional Office (PREPOLL),QLD,Brisbane,null,null,12,null,null,null,null,null,null,156,null,null,null,null,30147,1,1,null,5,null
null,null,null,-34.92197,138.599146,2601,Divisional Office (PREPOLL),SA,Adelaide,0,null,0,null,null,null,null,null,null,179,null,0,null,null,30170,0,0,null,5,null
null,null,null,-37.8095,144.970591,2601,Divisional Office (PREPOLL),VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,0,null,null,30219,0,0,null,5,null
null,null,null,-31.952818,115.853318,2601,Divisional Office (PREPOLL),WA,Perth,null,null,null,null,null,null,null,null,0,245,null,0,null,null,30236,0,0,null,5,null
null,null,null,-34.9584,138.612,5061,Malvern,SA,Adelaide,9,null,189,null,null,null,null,null,null,179,null,692,null,null,31070,15,27,null,1,null
13,11,null,-27.4121,153.018,4053,Stafford (Brisbane),QLD,Brisbane,null,null,261,null,null,null,null,null,null,156,null,null,null,null,31499,26,49,null,1,null
11,3,null,-27.4077,152.998,4053,Stafford West (Brisbane),QLD,Brisbane,null,null,65,null,null,null,null,null,null,156,null,null,null,null,31502,3,15,null,1,null
22,14,null,-27.4241,153.04,4030,Lutwyche,QLD,Brisbane,null,null,505,null,null,null,null,null,null,156,null,null,null,null,31645,27,80,null,1,null
null,null,null,-37.7995486,144.9551273,2031,Special Hospital Team 5,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,11,null,null,31964,1,3,null,2,null
null,null,null,-37.7998212,144.9584567,2605,Special Hospital Team 6,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,6,null,null,31965,0,2,null,2,null
null,null,null,-37.807773,144.9749601,2602,Special Hospital Team 7,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,9,null,null,31966,1,3,null,2,null
null,null,null,-31.887,115.917,6062,Morley Central,WA,Perth,null,null,null,null,null,null,null,null,36,245,null,466,null,null,32518,33,77,null,1,null
40,41,null,-27.4681,153.024,4000,Brisbane City BRISBANE PPVC,QLD,Brisbane,null,null,1977,null,null,null,null,null,null,156,null,null,null,null,32606,132,189,null,5,null
null,null,null,-34.9218994,138.5980605,5000,Adelaide ADELAIDE PPVC,SA,Adelaide,70,null,899,null,null,null,null,null,null,179,null,1610,null,null,32952,100,80,null,5,null
null,null,null,-37.8022451,144.9782761,3065,Fitzroy East,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,126,null,null,33053,14,71,null,1,null
8,10,null,-27.4651846,153.0456769,4005,New Farm South,QLD,Brisbane,null,null,525,null,null,null,null,null,null,156,null,null,null,null,33080,28,65,null,1,null
null,null,null,-34.854189,138.551545,5012,Mansfield Park (Adelaide),SA,Adelaide,45,null,124,null,null,null,null,null,null,179,null,242,null,null,33098,45,74,null,1,null
null,null,647,-33.804541,151.155406,2066,Lane Cove North,NSW,North Sydney,null,null,313,null,null,45,null,null,null,137,null,1106,null,null,33722,25,73,null,1,null
null,null,815,-32.9083,151.672,2287,Wallsend,NSW,Newcastle,null,null,168,null,null,37,null,null,null,136,null,319,null,null,33727,73,102,null,1,null
